timestamp,pm25,pm10,no2,o3,so2,co,aqi,european_aqi,lat,lon,city,source,year,month,day,hour,dayofweek,dayofyear,week,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,is_weekend,is_rush_hour,season
2025-07-03 00:00:00,27.3,34.8,44.5,54.0,42.0,278.0,73,51,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,0,3,184,27,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 00:00:00,27.3,34.8,44.5,54.0,42.0,278.0,73,51,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,0,3,184,27,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 00:00:00,13.8,26.4,18.2,90.0,17.5,153.0,54,36,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,0,3,184,27,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 01:00:00,27.7,35.6,52.5,46.0,43.7,271.0,73,51,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,1,3,184,27,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 01:00:00,27.7,35.6,52.5,46.0,43.7,271.0,73,51,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,1,3,184,27,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 01:00:00,15.0,28.0,15.6,95.0,18.0,147.0,54,38,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,1,3,184,27,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 02:00:00,27.9,39.4,48.5,42.0,47.0,238.0,74,53,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,2,3,184,27,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 02:00:00,27.9,39.4,48.5,42.0,47.0,238.0,74,53,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,2,3,184,27,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 02:00:00,16.1,31.2,13.4,95.0,19.3,145.0,54,38,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,2,3,184,27,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 03:00:00,28.1,38.1,33.7,44.0,49.7,210.0,74,54,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,3,3,184,27,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 03:00:00,28.1,38.1,33.7,44.0,49.7,210.0,74,54,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,3,3,184,27,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 03:00:00,15.9,32.4,11.5,94.0,20.3,138.0,54,38,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,3,3,184,27,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 04:00:00,28.6,40.6,31.7,45.0,50.2,187.0,75,55,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,4,3,184,27,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 04:00:00,28.6,40.6,31.7,45.0,50.2,187.0,75,55,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,4,3,184,27,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 04:00:00,15.3,31.9,8.6,94.0,25.1,139.0,55,38,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,4,3,184,27,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 05:00:00,27.3,39.5,29.4,45.0,47.4,180.0,76,57,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,5,3,184,27,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 05:00:00,14.5,31.9,8.6,93.0,28.1,139.0,55,37,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,5,3,184,27,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 05:00:00,27.3,39.5,29.4,45.0,47.4,180.0,76,57,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,5,3,184,27,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 06:00:00,14.1,32.4,9.8,93.0,30.2,139.0,55,37,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,6,3,184,27,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 06:00:00,27.0,39.0,27.7,46.0,40.3,179.0,77,58,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,6,3,184,27,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 06:00:00,27.0,39.0,27.7,46.0,40.3,179.0,77,58,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,6,3,184,27,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,3
2025-07-03 07:00:00,14.4,32.8,11.6,91.0,26.0,143.0,55,36,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,7,3,184,27,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
2025-07-03 07:00:00,28.8,40.6,29.4,47.0,38.3,201.0,77,58,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,7,3,184,27,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
2025-07-03 07:00:00,28.8,40.6,29.4,47.0,38.3,201.0,77,58,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,7,3,184,27,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
2025-07-03 08:00:00,15.2,31.6,13.1,96.0,19.9,160.0,55,38,31.2001,29.9187,Alexandria,Open-Meteo,2025,7,3,8,3,184,27,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
2025-07-03 08:00:00,26.9,38.1,27.1,57.0,58.3,216.0,77,59,30.0444,31.2357,Cairo,Open-Meteo,2025,7,3,8,3,184,27,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
2025-07-03 08:00:00,26.9,38.1,27.1,57.0,58.3,216.0,77,59,30.0131,31.2089,Giza,Open-Meteo,2025,7,3,8,3,184,27,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,3
