timestamp,city,latitude,longitude,pm25,no2,aqi,temperature,humidity,wind_speed,pressure
2025-07-04 12:58:23.735677,Tanta,30.7865,31.0004,56.84344512369424,41.75284626195023,152,21.7719463259384,50.73585150092692,3.1650534253130256,1025.2490895602334
2025-07-04 13:58:23.735677,Tanta,30.7865,31.0004,46.80512784957823,35.21114754268051,129,20.55145658804099,69.6831185015016,1.1707125344004967,1012.7683010463645
2025-07-04 14:58:23.735677,Tanta,30.7865,31.0004,44.940229337187915,33.8911659489076,124,21.38575270711974,63.82112254240088,0.5,1017.6225452853286
2025-07-04 15:58:23.735677,Tanta,30.7865,31.0004,36.802330030559546,35.08469333137751,104,16.864033292370397,72.87433672671905,1.2098608410503318,1008.6146893892499
2025-07-04 16:58:23.735677,Tanta,30.7865,31.0004,37.80462533389966,21.992097366122195,107,18.393393161269287,75.52494437709018,0.5,1012.8765424928696
2025-07-04 17:58:23.735677,Tanta,30.7865,31.0004,42.03553840293679,26.15401340846365,117,15.876548525508305,79.48986345418774,0.5,1006.1514626673159
2025-07-04 18:58:23.735677,Tanta,30.7865,31.0004,44.54028087979142,34.20282619353117,123,16.285853228816222,80.13108171900903,0.5605012776098862,1008.0292962894838
2025-07-04 19:58:23.735677,Tanta,30.7865,31.0004,41.19839657451114,37.54625764157643,115,15.939565968213023,75.10267295219187,0.5,1010.7667884235518
2025-07-04 20:58:23.735677,Tanta,30.7865,31.0004,27.00534551567486,23.322493050249165,82,16.955278592115747,80.39212787658307,2.9226192852571424,1017.8924057680572
2025-07-04 21:58:23.735677,Tanta,30.7865,31.0004,29.023774299882596,15.009953368791205,87,16.375287636984016,67.91175206331168,2.707114326773495,1012.6923723080408
2025-07-04 22:58:23.735677,Tanta,30.7865,31.0004,31.42371277207828,27.921763136841186,92,19.98114076532705,67.99434644218962,0.5,1014.1296837247899
2025-07-04 23:58:23.735677,Tanta,30.7865,31.0004,38.444212137036786,23.97817145165221,108,21.271344915230806,58.55759628536607,2.652789083865388,1009.4810386509125
2025-07-05 00:58:23.735677,Tanta,30.7865,31.0004,31.37414325232724,29.648000868402782,92,18.926305347165577,58.647610326267326,2.6497542002089407,1015.039513909097
2025-07-05 01:58:23.735677,Tanta,30.7865,31.0004,14.057596589153569,13.233151253494974,55,29.797246392214674,64.60988451833117,4.75447344471862,1012.6552878578153
2025-07-05 02:58:23.735677,Tanta,30.7865,31.0004,41.76575488820434,31.75932063023367,116,26.33294438217975,59.257134367362156,2.622694739097076,1021.6236912566329
2025-07-05 03:58:23.735677,Tanta,30.7865,31.0004,40.79684125949704,25.168402338120178,114,25.85171440952393,58.44924675579864,3.9431907178223873,1019.3664038959259
2025-07-05 04:58:23.735677,Tanta,30.7865,31.0004,51.842018011968236,28.382350518849822,141,30.139539726101514,40.9466300898582,2.882376001674829,1014.4524163291661
2025-07-05 05:58:23.735677,Tanta,30.7865,31.0004,40.053745814166014,24.6634614695875,112,31.56160844149834,49.71389111125038,5.114643573808689,1009.1203303700213
2025-07-05 06:58:23.735677,Tanta,30.7865,31.0004,50.57314795895071,39.876671559748715,138,31.0382805022696,42.564636704454124,3.2897879377112726,1006.3731606004067
2025-07-05 07:58:23.735677,Tanta,30.7865,31.0004,64.12583029563268,44.11109170372794,155,31.026591826764225,44.9312171996171,5.663613617509151,1007.2505355147293
