timestamp,pm25,no2,aqi,temperature,humidity,wind_speed,pressure
2025-07-03 07:10:21.566491,86.51107802101241,66.54645229883432,167,29.758258058279562,59.64609923003701,5.358780275109974,1013.1538164740759
2025-07-03 08:10:21.566491,109.7505096863629,74.86593907345622,179,29.617421934248394,57.19685682927839,4.962653724764648,1019.0044194781107
2025-07-03 09:10:21.566491,71.31301677221782,50.25414512051475,159,32.70846354542672,56.74170065668139,4.76495969015047,1023.8217032442197
2025-07-03 10:10:21.566491,55.50254585128412,40.367649619194324,151,33.02451734244527,57.35614836155586,5.844308737500407,1008.4051832921609
2025-07-03 11:10:21.566491,48.933731743361456,33.12132617389353,134,23.651805266248697,68.64925768947462,2.5684541623724786,1008.6202668932568
2025-07-03 12:10:21.566491,46.47513371242779,26.085430223741856,128,24.25514573471367,81.61486727556174,3.6638817770224033,1004.1119938705281
2025-07-03 13:10:21.566491,50.71966727332427,43.726578871641635,138,21.08332555049279,65.09153027947684,4.786691365254375,1015.1858656361517
2025-07-03 14:10:21.566491,47.766545590848516,38.81269892678379,131,16.556679284677603,77.6007805399447,3.5661929753432773,1005.8107262339281
2025-07-03 15:10:21.566491,42.954563916473425,22.83322968925083,119,17.056361474855557,82.08747813198357,2.1729532898158537,1012.7205064257072
2025-07-03 16:10:21.566491,31.760375442853277,20.93931029666491,92,18.419107745357397,85.47922763511787,1.3866162090211334,1010.5092510520221
2025-07-03 17:10:21.566491,55.94511656687949,39.220806662325124,151,14.689195705840326,85.65563865939623,0.7375489608221615,1018.2960223938306
2025-07-03 18:10:21.566491,44.92726955675485,27.129771104601517,124,14.802286858092979,83.56559377609258,0.6810767896621174,1016.1243483769387
2025-07-03 19:10:21.566491,58.21609132031222,34.14581855603754,152,16.64477353924293,85.2712186981513,2.2623481744981118,1011.0508231777437
2025-07-03 20:10:21.566491,26.37436597552694,9.979624905623972,81,13.424301865580798,89.38846296709404,0.5,1013.9853167507323
2025-07-03 21:10:21.566491,28.835202801448837,19.21637134552093,86,17.776941957150434,82.2748120674851,2.505620290986224,1013.7708514253394
2025-07-03 22:10:21.566491,45.17711114297719,37.705769615988444,125,16.070704433839005,72.74410041733135,2.058398617967998,1011.0846732882272
2025-07-03 23:10:21.566491,59.801544484068515,41.585577206783086,153,19.800854597429893,75.77126160921324,3.9087054965773285,1020.8957279898399
2025-07-04 00:10:21.566491,64.58734989216693,47.127761902158454,156,20.050267724410716,72.76179584154836,3.170173408210962,1008.4904038427634
2025-07-04 01:10:21.566491,58.9868552789714,42.64052614195688,153,19.93401804575888,64.56819133130418,3.1101180026727535,1013.2907897740354
2025-07-04 02:10:21.566491,64.70068724353634,44.048171612953176,156,27.687162925454317,62.10936048657352,5.960675973320162,1021.0687392636825
2025-07-04 03:10:21.566491,63.25970378604103,41.63311333953088,155,27.04898003017931,65.27094397340755,5.939841740262551,999.5042431072579
2025-07-04 04:10:21.566491,79.06365826869198,49.30781830507776,163,27.439060215531335,64.73745190738568,5.620485301834951,1004.6710134097225
2025-07-04 05:10:21.566491,59.970030318815276,38.11487891092469,153,28.937490172242796,56.96337207766037,4.7020689113327085,1010.0132070021292
2025-07-04 06:10:21.566491,74.53697288119194,44.307400917762244,161,31.32289373668158,56.57776949490405,4.722169160846065,1015.8560367733883
2025-07-04 07:10:21.566491,96.39099029654727,68.64009732169164,172,30.234215051252892,58.92751653675794,4.752655286031384,1012.1361417398361
2025-07-04 08:10:21.566491,75.16159104403306,55.288731761391105,161,30.649146811979843,57.31253840517995,4.531657989111757,1015.3180265720498
2025-07-04 09:10:21.566491,74.6963411409499,52.07179658827547,161,32.75387401857046,64.29053161083658,3.9980297055284395,1010.9178630906553
2025-07-04 10:10:21.566491,62.47124880072554,34.629791367326604,155,23.34574663572996,58.97104698126273,5.149171285037214,1010.7897533662654
2025-07-04 11:10:21.566491,65.1874087419552,34.30089713263658,156,22.405505369067413,65.84628708620964,3.1429750524444375,1014.0439843357275
2025-07-04 12:10:21.566491,60.625530492814605,41.2258608069617,154,20.160092909651894,76.78090783451897,3.989682895705524,1022.2712117082461
2025-07-04 13:10:21.566491,34.742077324383544,27.12105360636308,99,22.55725569005264,78.65226236744675,1.3090441908283714,1016.9008558337
2025-07-04 14:10:21.566491,66.70084566854618,51.2867198542452,157,16.604099206220106,75.68755222074755,1.8986895502153827,1019.4984781620167
2025-07-04 15:10:21.566491,46.26602362936429,37.29397720661809,128,14.427044692054638,80.95287946426238,2.799363859073062,1007.4806860269629
2025-07-04 16:10:21.566491,38.0270361610369,22.00479487820289,107,20.393009327907563,78.19987135620522,0.5,1018.1799890577973
2025-07-04 17:10:21.566491,51.044710188412374,35.16069146325161,139,10.066765382932997,74.3705352851559,2.0036144289030906,1011.5830237858487
2025-07-04 18:10:21.566491,49.722117468067566,31.986726679210182,136,13.158427645148535,88.33268290714908,0.5,1016.5073393567521
2025-07-04 19:10:21.566491,45.35273900161602,32.0060123106058,125,11.077265129599128,82.82680149058103,0.8062705125987708,1012.1127270273313
2025-07-04 20:10:21.566491,42.854804361381156,16.510667965023487,119,15.355907042035717,85.81538165169302,1.3072261221053998,1019.4028659902683
2025-07-04 21:10:21.566491,47.65972930605788,25.07964563842844,131,16.9410715972733,70.5361141361394,1.3333381430290565,1010.3297948104637
2025-07-04 22:10:21.566491,38.994323675125905,24.047957424446206,110,18.62631185197847,76.64619206962016,2.5497968080328204,1012.4584681536435
2025-07-04 23:10:21.566491,45.43351161330573,25.953631699435196,125,19.79160314114808,74.07098414938334,1.7703013820605604,1018.5224344755633
2025-07-05 00:10:21.566491,32.13776397419486,19.82175718111082,93,24.34416282821492,82.82479825887864,3.5272390276072665,1014.5689825388022
2025-07-05 01:10:21.566491,37.88845867576488,17.4318644067462,107,27.209902607341323,65.99843982584714,3.895871573597381,1010.5336838144962
2025-07-05 02:10:21.566491,33.88051903264216,27.207780155375723,97,28.674537155131322,60.326048609659864,5.704214945750348,1005.4933537059189
2025-07-05 03:10:21.566491,42.804648547413905,30.278522964409486,119,29.089510587590294,61.61804656095372,5.313841722521181,1016.4377729981265
2025-07-05 04:10:21.566491,56.77824188318998,42.50496801152508,152,31.5872370525135,52.97124906418396,5.5877346196918545,1013.8265370442964
2025-07-05 05:10:21.566491,60.51095866729132,49.69908987202666,154,34.886811547631844,49.40719154420156,3.7841093723805077,1016.4499996385238
2025-07-05 06:10:21.566491,42.32981093746692,28.532497598399086,118,30.002528735241114,55.149233240371004,5.360463718111264,1010.8750454837641
2025-07-05 07:10:21.566491,73.31931790237653,50.47712265315662,160,31.03676844379848,48.97859359272445,4.35113107621795,1011.7717543043129
2025-07-05 08:10:21.566491,82.97759192062253,61.040863650461,165,34.73632732524136,52.56963954843647,4.077220020808356,1014.0756784371173
2025-07-05 09:10:21.566491,59.64171682163217,43.61729422142758,153,28.864419857172088,62.427421002481545,4.55821850572311,1009.9799498401889
2025-07-05 10:10:21.566491,32.65365265123391,35.39684024745891,94,27.48432772612148,65.00270412036662,3.5400381322518824,1013.2612851064631
2025-07-05 11:10:21.566491,35.00959942161719,26.379050311108728,99,26.96856929687011,68.00999884314086,2.7241765314711897,1016.2071513819286
2025-07-05 12:10:21.566491,24.022623593593345,19.6008512714724,76,20.947036194003353,69.80664666240452,2.1277262794704423,1006.9631448667276
2025-07-05 13:10:21.566491,35.65334150256001,40.67200716976798,101,18.43218047545462,71.58454245758209,2.619720194301105,1005.7720425753813
2025-07-05 14:10:21.566491,21.496849012304118,7.852713974102302,71,19.014594135298484,84.6541898225289,1.7938705666512287,1010.8081116907152
2025-07-05 15:10:21.566491,28.83364984189584,18.488156721389988,86,16.427044458786256,86.20787177101103,1.1280430991478607,1009.1976160546675
2025-07-05 16:10:21.566491,30.609558036608604,22.10778338156973,90,14.416691161165996,83.90469546258674,0.5,1012.2907935524731
2025-07-05 17:10:21.566491,27.94259951580827,12.663624570222048,84,12.441945382774405,88.2060290241754,0.7553183688528726,1009.7105926948012
2025-07-05 18:10:21.566491,34.79507075832252,23.828933635215723,99,12.564575916330243,79.69833934106578,0.5,1014.241323419278
2025-07-05 19:10:21.566491,33.440579283404915,22.76297469636157,96,17.26783731634531,76.36158822942829,2.137615203893369,1010.8387704390019
2025-07-05 20:10:21.566491,22.946421027488825,18.141511271178295,74,15.707283678426114,90.36172004325604,1.553528808776152,1010.5451879336795
2025-07-05 21:10:21.566491,30.57705004646573,16.9996114394333,90,17.247182233829076,84.68576415850954,0.5,1008.9402432367223
2025-07-05 22:10:21.566491,32.79749546141245,17.496530713275767,95,24.02613990211568,76.08340453879184,1.4308955290091376,1017.6978506410213
2025-07-05 23:10:21.566491,33.945494482328044,25.034315268447592,97,21.17850653917598,78.0504029255114,0.7355207773868861,1018.3644184737144
