timestamp,city,latitude,longitude,pm25,no2,aqi,temperature,humidity,wind_speed,pressure
2025-07-04 12:58:23.729609,Mansoura,31.0409,31.3785,89.57575450805892,55.99726951635467,169,20.759440424268153,57.59886585187863,2.486515774369712,1008.6610318861661
2025-07-04 13:58:23.729609,Mansoura,31.0409,31.3785,98.52471429740469,71.08280041593919,173,19.38696093965937,71.1916661192746,1.986191421180619,1005.716000213597
2025-07-04 14:58:23.729609,Mansoura,31.0409,31.3785,83.98997120649315,58.02076231188543,166,20.280530667185765,66.63368854272969,1.996759362963491,1012.204636618671
2025-07-04 15:58:23.729609,Mansoura,31.0409,31.3785,74.05181063712342,47.34099719297896,161,19.893348036247307,74.24679638551909,1.4913510857555543,1006.1526448553233
2025-07-04 16:58:23.729609,Mansoura,31.0409,31.3785,64.0467120243547,40.557207720386586,155,14.957074731206376,71.85690632552392,0.5,1006.5915626823806
2025-07-04 17:58:23.729609,Mansoura,31.0409,31.3785,82.24431195001425,59.5052374753809,165,17.236125556604698,78.23872616381112,1.3197785294614501,1008.7160258445185
2025-07-04 18:58:23.729609,Mansoura,31.0409,31.3785,79.36597462550198,48.90875342008509,163,17.03915718377756,85.01964198376481,0.5,1008.7399528751002
2025-07-04 19:58:23.729609,Mansoura,31.0409,31.3785,92.99012342683022,59.81396471114677,170,14.07000660896678,69.02801528715338,1.5958582500368188,1008.9685680440833
2025-07-04 20:58:23.729609,Mansoura,31.0409,31.3785,69.93854472502458,50.7758341651332,158,15.688584586243799,71.42467120775969,1.568702882268783,1017.7670309286564
2025-07-04 21:58:23.729609,Mansoura,31.0409,31.3785,70.79997712319837,57.24616004817155,159,15.560895129348932,67.08306754538641,0.5,1014.3468201397284
2025-07-04 22:58:23.729609,Mansoura,31.0409,31.3785,92.39812054312308,55.87078659527961,170,22.823344864116343,61.09860102765383,1.2783074006961073,1005.4862558603878
2025-07-04 23:58:23.729609,Mansoura,31.0409,31.3785,90.00800531103192,62.28782516163693,169,22.990719721360144,61.55755966426452,2.15478971733122,1017.5958255714585
2025-07-05 00:58:23.729609,Mansoura,31.0409,31.3785,63.7665325259441,39.726215080699404,155,21.52034214872701,62.73458003969434,2.349060119154903,1009.5929811888183
2025-07-05 01:58:23.729609,Mansoura,31.0409,31.3785,80.49508136388843,58.56423569025069,164,28.751531148920556,63.14504921441022,2.4985122338065,1012.3810805787002
2025-07-05 02:58:23.729609,Mansoura,31.0409,31.3785,84.34110938476122,73.97000897413396,166,26.814150294981886,46.767486971379064,3.3673029865856514,1013.5494906799256
2025-07-05 03:58:23.729609,Mansoura,31.0409,31.3785,89.18940364923509,62.79442383849398,168,32.17448865623438,44.28872906953812,4.4220913251193465,1006.4725157845768
2025-07-05 04:58:23.729609,Mansoura,31.0409,31.3785,89.12860981606349,62.50105267230079,168,31.71160966459165,46.68206324153867,4.396971903448779,1018.586578293416
2025-07-05 05:58:23.729609,Mansoura,31.0409,31.3785,96.79832832798034,64.11287571673945,172,32.80791386162004,41.95858235551676,4.479755491463827,1010.8519810749366
2025-07-05 06:58:23.729609,Mansoura,31.0409,31.3785,99.3835446276504,74.03025729240713,174,30.947998971149104,44.10900913582454,3.5655631922850324,1015.3942211725121
2025-07-05 07:58:23.729609,Mansoura,31.0409,31.3785,105.68562506546034,80.21168406655264,177,30.329312850531483,45.988858927157395,3.252478454016302,1013.1375870492329
2025-07-05 08:58:23.729609,Mansoura,31.0409,31.3785,112.38387947977529,77.65394212592821,180,31.456730951912512,43.7515748504454,2.6215261466293067,1013.8051394641652
2025-07-05 09:58:23.729609,Mansoura,31.0409,31.3785,96.86836471087783,61.1572051027582,172,31.901762814082172,49.298191157759526,3.2457380144100036,1012.4812328538553
2025-07-05 10:58:23.729609,Mansoura,31.0409,31.3785,81.66871606242248,59.32862125335068,165,27.17587772575484,45.325290559835736,1.6523677830831802,1012.1198247976279
2025-07-05 11:58:23.729609,Mansoura,31.0409,31.3785,36.56784969961287,24.41353035247297,104,27.815741553300565,50.94490229445903,3.6256505871292006,1011.2229017049464
