timestamp,aqi,pm25,pm10,no2,o3,so2,co,eu_aqi,dust,uv_index,city,lat,lon,source,temperature,humidity,precipitation,wind_speed,wind_direction,pressure,cloud_cover,pm25_forecast,aqi_forecast,year,month,day,hour,dayofweek,dayofyear,week,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,is_weekend,is_rush_hour,season
2025-07-04 00:00:00,60.0,16.5,30.2,10.8,96.0,17.2,153.0,38.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.4,94.0,0.0,10.8,303.0,1008.1,3.0,13.4,57.0,2025,7,4,0,4,185,27,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 01:00:00,60.0,16.5,29.8,10.9,98.0,19.7,148.0,39.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.3,95.0,0.0,10.7,306.0,1007.8,19.0,13.4,57.0,2025,7,4,1,4,185,27,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 02:00:00,60.0,17.1,30.3,11.4,97.0,21.6,138.0,39.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.3,95.0,0.0,11.3,317.0,1007.5,27.0,13.4,57.0,2025,7,4,2,4,185,27,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 03:00:00,61.0,15.4,27.0,12.0,91.0,17.7,136.0,36.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.2,95.0,0.0,11.2,328.0,1007.4,15.0,13.4,57.0,2025,7,4,3,4,185,27,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 04:00:00,60.0,15.3,27.3,8.4,89.0,18.3,132.0,36.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.2,96.0,0.0,11.4,333.0,1007.6,15.0,13.4,57.0,2025,7,4,4,4,185,27,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 05:00:00,60.0,15.4,29.7,8.3,89.0,19.1,131.0,36.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.0,94.0,0.0,10.2,337.0,1007.7,1.0,13.4,57.0,2025,7,4,5,4,185,27,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 06:00:00,61.0,15.8,29.7,8.7,89.0,19.9,132.0,36.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,23.7,92.0,0.0,8.5,335.0,1007.9,0.0,13.4,57.0,2025,7,4,6,4,185,27,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 07:00:00,61.0,15.1,29.1,10.0,86.0,24.2,133.0,34.0,0.0,0.3,Alexandria,31.2001,29.9187,Open-Meteo,24.5,88.0,0.0,9.6,332.0,1008.5,0.0,13.4,57.0,2025,7,4,7,4,185,27,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 08:00:00,61.0,15.5,28.5,10.9,88.0,19.7,143.0,35.0,0.0,1.3,Alexandria,31.2001,29.9187,Open-Meteo,26.1,75.0,0.0,10.1,333.0,1008.8,0.0,13.4,57.0,2025,7,4,8,4,185,27,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 09:00:00,61.0,16.2,28.3,10.6,92.0,40.3,155.0,37.0,0.0,3.15,Alexandria,31.2001,29.9187,Open-Meteo,27.5,65.0,0.0,9.5,328.0,1008.9,0.0,13.4,57.0,2025,7,4,9,4,185,27,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 10:00:00,61.0,16.8,28.6,10.9,96.0,57.5,155.0,38.0,0.0,5.7,Alexandria,31.2001,29.9187,Open-Meteo,28.7,59.0,0.0,11.1,324.0,1009.2,0.0,13.4,57.0,2025,7,4,10,4,185,27,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 11:00:00,61.0,17.2,28.9,9.8,99.0,57.7,151.0,40.0,0.0,8.35,Alexandria,31.2001,29.9187,Open-Meteo,29.5,54.0,0.0,12.8,321.0,1009.5,0.0,13.4,57.0,2025,7,4,11,4,185,27,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 12:00:00,61.0,16.6,30.5,8.7,103.0,50.6,149.0,42.0,0.0,10.35,Alexandria,31.2001,29.9187,Open-Meteo,30.1,52.0,0.0,14.1,318.0,1009.5,0.0,13.4,57.0,2025,7,4,12,4,185,27,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 13:00:00,60.0,15.4,28.3,7.3,104.0,45.5,146.0,43.0,0.0,11.0,Alexandria,31.2001,29.9187,Open-Meteo,30.4,51.0,0.0,15.4,315.0,1009.2,0.0,13.4,57.0,2025,7,4,13,4,185,27,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 14:00:00,60.0,15.6,26.7,6.4,105.0,39.5,146.0,43.0,0.0,10.1,Alexandria,31.2001,29.9187,Open-Meteo,30.5,48.0,0.0,15.7,314.0,1008.9,0.0,13.4,57.0,2025,7,4,14,4,185,27,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 15:00:00,60.0,17.2,28.5,5.9,103.0,34.6,148.0,42.0,0.0,8.05,Alexandria,31.2001,29.9187,Open-Meteo,30.3,51.0,0.0,16.0,313.0,1008.5,0.0,13.4,57.0,2025,7,4,15,4,185,27,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 16:00:00,60.0,16.4,28.3,5.5,102.0,30.4,148.0,41.0,0.0,5.35,Alexandria,31.2001,29.9187,Open-Meteo,30.0,53.0,0.0,15.1,324.0,1008.8,0.0,13.4,57.0,2025,7,4,16,4,185,27,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 17:00:00,59.0,14.7,26.9,5.8,100.0,29.5,148.0,40.0,0.0,2.9,Alexandria,31.2001,29.9187,Open-Meteo,29.2,55.0,0.0,15.0,325.0,1008.7,0.0,13.4,57.0,2025,7,4,17,4,185,27,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 18:00:00,59.0,13.9,25.4,6.6,98.0,28.5,155.0,39.0,0.0,1.15,Alexandria,31.2001,29.9187,Open-Meteo,28.1,61.0,0.0,14.3,327.0,1008.5,0.0,13.4,57.0,2025,7,4,18,4,185,27,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 19:00:00,59.0,14.0,24.6,7.3,94.0,27.2,156.0,38.0,1.0,0.25,Alexandria,31.2001,29.9187,Open-Meteo,26.9,67.0,0.0,13.3,332.0,1008.7,0.0,13.4,57.0,2025,7,4,19,4,185,27,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,3
2025-07-04 20:00:00,58.0,14.0,24.5,8.3,91.0,27.9,160.0,36.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,25.6,76.0,0.0,10.2,324.0,1009.0,0.0,13.4,57.0,2025,7,4,20,4,185,27,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 21:00:00,58.0,14.4,25.3,8.2,89.0,26.0,153.0,36.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.8,83.0,0.0,8.9,326.0,1009.4,0.0,13.4,57.0,2025,7,4,21,4,185,27,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 22:00:00,58.0,15.2,24.5,8.6,87.0,25.5,157.0,35.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,24.3,87.0,0.0,7.6,322.0,1009.9,0.0,13.4,57.0,2025,7,4,22,4,185,27,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-04 23:00:00,58.0,13.9,24.0,9.6,86.0,22.2,156.0,34.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,23.8,90.0,0.0,6.7,326.0,1010.0,0.0,13.4,57.0,2025,7,4,23,4,185,27,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,3
2025-07-05 00:00:00,58.0,14.3,23.6,11.8,85.0,19.9,154.0,34.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,23.3,92.0,0.0,6.2,324.0,1009.9,0.0,13.4,57.0,2025,7,5,0,5,186,27,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,3
2025-07-05 01:00:00,57.0,15.0,24.4,11.3,84.0,22.3,150.0,34.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,23.0,94.0,0.0,5.9,313.0,1009.5,0.0,13.4,57.0,2025,7,5,1,5,186,27,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,3
2025-07-05 02:00:00,57.0,15.7,25.2,12.0,80.0,22.9,142.0,32.0,1.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,22.6,95.0,0.0,5.5,314.0,1009.2,0.0,13.4,57.0,2025,7,5,2,5,186,27,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,3
2025-07-05 03:00:00,57.0,15.4,26.1,12.0,78.0,22.3,138.0,31.0,0.0,0.0,Alexandria,31.2001,29.9187,Open-Meteo,22.2,96.0,0.0,5.5,314.0,1009.0,0.0,13.4,57.0,2025,7,5,3,5,186,27,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,3
